iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,VAR00001,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARE,Asia,United Arab Emirates,2021-01-13,239587,3362,2974.429,723,6,4.857,24224.197,339.926,300.739,73.101,.607,.491,1.3, , , , , , , , ,134768,22830171,2308.316,13.626,155709,15.743,.019,52.3,tests performed,2021-01-13,1394580, , ,118928,76797,14.1, , ,7765,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-14,242969,3382,3030.714,726,3,4.571,24566.145,341.948,306.43,73.405,.303,.462,1.29, , , , , , , , ,126625,22956796,2321.119,12.803,150498,15.217,.02,49.7,tests performed,2021-01-14,1527833, , ,133253,91448,15.45, , ,9246,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-15,246376,3407,3096,733,7,5.143,24910.62,344.475,313.031,74.112,.708,.52,1.27, , , , , , , , ,131262,23088058,2334.391,13.272,145473,14.709,.021,47,tests performed,2021-01-15,1665987, , ,138154,103490,16.84, , ,10464,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-16,249808,3432,3158,740,7,5.429,25257.624,347.003,319.3,74.82,.708,.549,1.25, , , , , , , , ,151096,23239154,2349.668,15.277,142949,14.453,.022,45.3,tests performed,2021-01-16,1797926, , ,131939,111082,18.18, , ,11231,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-17,253261,3453,3240.429,745,5,5.286,25606.75,349.126,327.634,75.326,.506,.534,1.24, , , , , , , , ,162251,23401405,2366.073,16.405,141563,14.313,.023,43.7,tests performed,2021-01-17,1882778, , ,84852,113744,19.04, , ,11500,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-18,256732,3471,3392.857,751,6,5.714,25957.696,350.946,343.045,75.932,.607,.578,1.22, , , , , , , , ,142388,23543793,2380.469,14.397,142839,14.442,.024,42.1,tests performed,2021-01-18,1971521, , ,88743,114896,19.93, , ,11617,45.37,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-19,260223,3491,3428.286,756,5,5.571,26310.665,352.969,346.628,76.438,.506,.563,1.21, , , , , , , , ,163049,23706842,2396.955,16.486,144491,14.609,.024,42.1,tests performed,2021-01-19,2065367, , ,93846,112816,20.88, , ,11407,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-20,263729,3506,3448.857,762,6,5.571,26665.15,354.485,348.708,77.044,.607,.563,1.19, , , , , , , , ,162945,23869787,2413.43,16.475,148517,15.016,.023,43.1,tests performed,2021-01-20,2161150, , ,95783,109510,21.85, , ,11072,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-21,267258,3529,3469.857,766,4,5.714,27021.961,356.811,350.831,77.449,.404,.578,1.19, , , , , , , , ,163285,24033072,2429.939,16.509,153754,15.546,.023,44.3,tests performed,2021-01-21,2246069, , ,84919,102605,22.71, , ,10374,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-22,270810,3552,3490.571,776,10,6.143,27381.097,359.136,352.925,78.46,1.011,.621,1.18, , , , , , , , ,170694,24203766,2447.198,17.259,159387,16.115,.022,45.7,tests performed,2021-01-22,2339078, , ,93009,96156,23.65, , ,9722,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-23,274376,3566,3509.714,783,7,6.143,27741.648,360.552,354.861,79.168,.708,.621, , , , , , , , , ,174172,24377938,2464.808,17.61,162683,16.449,.022,46.4,tests performed,2021-01-23,2426798, , ,87720,89839,24.54, , ,9083,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-24,277955,3579,3527.714,792,9,6.714,28103.515,361.866,356.681,80.078,.91,.679, , , , , , , , , ,179117,24557055,2482.918,18.11,165093,16.692,.021,46.8,tests performed,2021-01-24,2487789, , ,60991,86430,25.15, , ,8739,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-25,281546,3591,3544.857,798,6,6.714,28466.594,363.079,358.414,80.684,.607,.679, , , , , , , , , ,140477,24697532,2497.122,14.203,164820,16.665,.022,46.5,tests performed,2021-01-25,2571091, , ,83302,85653,26, , ,8660,50.93,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-26,285147,3601,3560.571,805,7,7,28830.684,364.09,360.003,81.392,.708,.708, , , , , , , , , ,175249,24872781,2514.841,17.719,166563,16.841,.021,46.8,tests performed,2021-01-26,2677680, , ,106589,87473,27.07, , ,8844,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-27,289086,3939,3622.429,811,6,7,29228.949,398.265,366.257,81.999,.607,.708, , , , , , , , , ,174016,25046797,2532.435,17.594,168144,17.001,.022,46.4,tests performed,2021-01-27,2764450, , ,86770,86186,27.95, , ,8714,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-28,293052,3966,3684.857,819,8,7.571,29629.944,400.995,372.569,82.808,.809,.766, , , , , , , , , ,168781,25215578,2549.5,17.065,168929,17.08,.022,45.8,tests performed,2021-01-28,2868650, , ,104200,88940,29, , ,8993,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-29,297014,3962,3743.429,826,7,7.143,30030.535,400.59,378.491,83.515,.708,.722, , , , , , , , , ,180930,25396508,2567.794,18.293,170392,17.228,.022,45.5,tests performed,2021-01-29,3006606, , ,137956,95361,30.4, , ,9642,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-30,300661,3647,3755,838,12,7.857,30399.276,368.741,379.661,84.729,1.213,.794, , , , , , , , , ,183952,25580460,2586.393,18.599,171789,17.369,.022,45.7,tests performed,2021-01-30,3114167, , ,107561,98196,31.49, , ,9928,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-01-31,303609,2948,3664.857,850,12,8.286,30697.343,298.067,370.547,85.942,1.213,.838, , , , , , , , , ,184260,25764720,2605.023,18.63,172524,17.444,.021,47.1,tests performed,2021-01-31,3334162, , ,219995,120910,33.71, , ,12225,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-01,306339,2730,3541.857,859,9,8.714,30973.368,276.025,358.111,86.852,.91,.881, , , , , , , , , ,127572,25892292,2617.922,12.899,170680,17.257,.021,48.2,tests performed,2021-02-01,3440777, , ,106615,124241,34.79, , ,12562,62.04,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-02,309649,3310,3500.286,866,7,8.714,31308.036,334.668,353.907,87.56,.708,.881, , , , , , , , , ,181635,26073927,2636.286,18.365,171592,17.349,.02,49,tests performed,2021-02-02,3440777, , , ,117852,34.79, , ,11916,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-03,313626,3977,3505.714,878,12,9.571,31710.143,402.107,354.456,88.773,1.213,.968, , , , , , , , , ,173952,26247879,2653.874,17.588,171583,17.348,.02,48.9,tests performed,2021-02-03,3564517, , , ,114295,36.04, , ,11556,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-04,316875,3249,3403.286,888,10,9.857,32038.644,328.5,344.1,89.784,1.011,.997, , , , , , , , , ,156472,26404351,2669.695,15.821,169825,17.171,.02,49.9,tests performed,2021-02-04,3849374, , ,284857,140103,38.92, , ,14166,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-05,320126,3251,3301.714,902,14,10.857,32367.346,328.703,333.83,91.2,1.416,1.098, , , , , , , , , ,148574,26552925,2684.717,15.022,165202,16.703,.02,50,tests performed,2021-02-05,3849374, , , ,145536,38.92, , ,14715,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-06,323402,3276,3248.714,914,12,10.857,32698.576,331.23,328.471,92.413,1.213,1.098, , , , , , , , , ,150706,26703631,2699.955,15.238,160453,16.223,.02,49.4,tests performed,2021-02-06,4201347, , , ,155311,42.48, , ,15703,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-07,326495,3093,3269.429,921,7,10.143,33011.304,312.727,330.566,93.121,.708,1.026, , , , , , , , , ,192241,26895872,2719.392,19.437,161593,16.338,.02,49.4,tests performed,2021-02-07,4313868, , ,112521,139958,43.62, , ,14151,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-08,329293,2798,3279.143,930,9,10.143,33294.204,282.901,331.548,94.031,.91,1.026, , , , , , , , , ,148587,27044459,2734.415,15.023,164595,16.642,.02,50.2,tests performed,2021-02-08,4413649, , ,99781,138982,44.63, , ,14052,57.87,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-09,332603,3310,3279.143,947,17,11.571,33628.872,334.668,331.548,95.749,1.719,1.17, , , , , , , , , ,165796,27210255,2751.178,16.763,162333,16.413,.02,49.5,tests performed,2021-02-09,4527144, , ,113495,146357,45.77, , ,14798, ,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-10,336142,3539,3216.571,956,9,11.143,33986.694,357.822,325.222,96.659,.91,1.127, , , , , , , , , ,166879,27377134,2768.051,16.873,161322,16.311,.02,50.2,tests performed,2021-02-10,4684658, , ,157514,160020,47.37, , ,16179, ,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-11,339667,3525,3256,974,18,12.286,34343.1,356.406,329.208,98.479,1.82,1.242, , , , , , , , , ,180340,27557474,2786.285,18.234,164732,16.656,.02,50.6,tests performed,2021-02-11,4792208, , ,107550,134691,48.45, , ,13618, ,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
ARE,Asia,United Arab Emirates,2021-02-12,342974,3307,3264,986,12,12,34677.465,334.365,330.017,99.693,1.213,1.213, , , , , , , , , ,164551,27722025,2802.923,16.637,167014,16.886, , ,tests performed,2021-02-12,4901795, , ,109587,125205,49.56, , ,12659, ,9890400,112.442,34,1.144,.526,67293.483, ,317.84,17.26,1.2,37.4, ,1.2,77.97,.89
