"","Group.1","x"
"83","2020-03-23",NA
"84","2020-03-24",NA
"85","2020-03-25",NA
"86","2020-03-26",NA
"87","2020-03-27",NA
"88","2020-03-28",NA
"89","2020-03-29",NA
"90","2020-03-30",NA
"91","2020-03-31",NA
"92","2020-04-01",NA
"93","2020-04-02",NA
"94","2020-04-03",NA
"95","2020-04-04",NA
"96","2020-04-05",NA
"97","2020-04-06",NA
"98","2020-04-07",NA
"99","2020-04-08",NA
"100","2020-04-09",NA
"101","2020-04-10",NA
"102","2020-04-11",NA
"103","2020-04-12",NA
"104","2020-04-13",NA
"105","2020-04-14",NA
"106","2020-04-15",NA
"107","2020-04-16",NA
"108","2020-04-17",NA
"109","2020-04-18",NA
"110","2020-04-19",NA
"111","2020-04-20",NA
"112","2020-04-21",NA
"113","2020-04-22",NA
"114","2020-04-23",NA
"115","2020-04-24",NA
"116","2020-04-25",NA
"117","2020-04-26",NA
"118","2020-04-27",NA
"119","2020-04-28",NA
"120","2020-04-29",NA
"121","2020-04-30",NA
"122","2020-05-01",NA
"123","2020-05-02",NA
"124","2020-05-03",NA
"125","2020-05-04",NA
"126","2020-05-05",NA
"127","2020-05-06",NA
"128","2020-05-07",NA
"129","2020-05-08",NA
"130","2020-05-09",NA
"131","2020-05-10",NA
"132","2020-05-11",NA
"133","2020-05-12",NA
"134","2020-05-13",NA
"135","2020-05-14",NA
"136","2020-05-15",NA
"137","2020-05-16",NA
"138","2020-05-17",NA
"139","2020-05-18",NA
"140","2020-05-19",NA
"141","2020-05-20",NA
"142","2020-05-21",NA
"143","2020-05-22",NA
"144","2020-05-23",NA
"145","2020-05-24",NA
"146","2020-05-25",NA
"147","2020-05-26",NA
"148","2020-05-27",NA
"149","2020-05-28",NA
"150","2020-05-29",NA
"151","2020-05-30",NA
"152","2020-05-31",NA
"153","2020-06-01",NA
"154","2020-06-02",NA
"155","2020-06-03",NA
"156","2020-06-04",NA
"157","2020-06-05",NA
"158","2020-06-06",NA
"159","2020-06-07",NA
"160","2020-06-08",NA
"161","2020-06-09",NA
"162","2020-06-10",NA
"163","2020-06-11",NA
"164","2020-06-12",NA
"165","2020-06-13",NA
"166","2020-06-14",NA
"167","2020-06-15",NA
"168","2020-06-16",NA
"169","2020-06-17",NA
"170","2020-06-18",NA
"171","2020-06-19",NA
"172","2020-06-20",NA
"173","2020-06-21",NA
"174","2020-06-22",NA
"175","2020-06-23",NA
"176","2020-06-24",NA
"177","2020-06-25",NA
"178","2020-06-26",NA
"179","2020-06-27",NA
"180","2020-06-28",NA
"181","2020-06-29",NA
"182","2020-06-30",NA
"183","2020-07-01",NA
"184","2020-07-02",NA
"185","2020-07-03",NA
"186","2020-07-04",NA
"187","2020-07-05",NA
"188","2020-07-06",NA
"189","2020-07-07",NA
"190","2020-07-08",NA
"191","2020-07-09",NA
"192","2020-07-10",NA
"193","2020-07-11",NA
"194","2020-07-12",NA
"195","2020-07-13",NA
"196","2020-07-14",NA
"197","2020-07-15",NA
"198","2020-07-16",NA
"199","2020-07-17",NA
"200","2020-07-18",NA
"201","2020-07-19",NA
"202","2020-07-20",NA
"203","2020-07-21",NA
"204","2020-07-22",NA
"205","2020-07-23",NA
"206","2020-07-24",NA
"207","2020-07-25",NA
"208","2020-07-26",NA
"209","2020-07-27",NA
"210","2020-07-28",NA
"211","2020-07-29",NA
"212","2020-07-30",NA
"213","2020-07-31",NA
"214","2020-08-01",NA
"215","2020-08-02",NA
"216","2020-08-03",NA
"217","2020-08-04",NA
"218","2020-08-05",NA
"219","2020-08-06",NA
"220","2020-08-07",NA
"221","2020-08-08",NA
"222","2020-08-09",NA
"223","2020-08-10",NA
"224","2020-08-11",NA
"225","2020-08-12",NA
"226","2020-08-13",NA
"227","2020-08-14",NA
"228","2020-08-15",NA
"229","2020-08-16",NA
"230","2020-08-17",NA
"231","2020-08-18",NA
"232","2020-08-19",NA
"233","2020-08-20",NA
"234","2020-08-21",NA
"235","2020-08-22",NA
"236","2020-08-23",NA
"237","2020-08-24",NA
"238","2020-08-25",NA
"239","2020-08-26",NA
"240","2020-08-27",NA
"241","2020-08-28",NA
"242","2020-08-29",NA
"243","2020-08-30",NA
"244","2020-08-31",NA
"245","2020-09-01",NA
"246","2020-09-02",NA
"247","2020-09-03",NA
"248","2020-09-04",NA
"249","2020-09-05",NA
"250","2020-09-06",NA
"251","2020-09-07",NA
"252","2020-09-08",NA
"253","2020-09-09",NA
"254","2020-09-10",NA
"255","2020-09-11",NA
"256","2020-09-12",NA
"257","2020-09-13",NA
"258","2020-09-14",NA
"259","2020-09-15",NA
"260","2020-09-16",NA
"261","2020-09-17",NA
"262","2020-09-18",NA
"263","2020-09-19",NA
"264","2020-09-20",NA
"265","2020-09-21",NA
"266","2020-09-22",NA
"267","2020-09-23",NA
"268","2020-09-24",NA
"269","2020-09-25",NA
"270","2020-09-26",NA
"271","2020-09-27",NA
"272","2020-09-28",NA
"273","2020-09-29",NA
"274","2020-09-30",NA
"275","2020-10-01",NA
"276","2020-10-02",NA
"277","2020-10-03",NA
"278","2020-10-04",NA
"279","2020-10-05",NA
"280","2020-10-06",NA
"281","2020-10-07",NA
"282","2020-10-08",NA
"283","2020-10-09",NA
"284","2020-10-10",NA
"285","2020-10-11",NA
"286","2020-10-12",NA
"287","2020-10-13",NA
"288","2020-10-14",NA
"289","2020-10-15",NA
"290","2020-10-16",NA
"291","2020-10-17",NA
"292","2020-10-18",NA
"293","2020-10-19",NA
"294","2020-10-20",NA
"295","2020-10-21",NA
"296","2020-10-22",NA
"297","2020-10-23",NA
"298","2020-10-24",NA
"299","2020-10-25",NA
"300","2020-10-26",NA
"301","2020-10-27",NA
"302","2020-10-28",NA
"303","2020-10-29",NA
"304","2020-10-30",NA
"305","2020-10-31",NA
"306","2020-11-01",NA
"307","2020-11-02",NA
"308","2020-11-03",NA
"309","2020-11-04",NA
"310","2020-11-05",NA
"311","2020-11-06",NA
"312","2020-11-07",NA
"313","2020-11-08",NA
"314","2020-11-09",NA
"315","2020-11-10",NA
"316","2020-11-11",NA
"317","2020-11-12",NA
"318","2020-11-13",NA
"319","2020-11-14",NA
"320","2020-11-15",NA
"321","2020-11-16",NA
"322","2020-11-17",NA
"323","2020-11-18",NA
"324","2020-11-19",NA
"325","2020-11-20",NA
"326","2020-11-21",NA
"327","2020-11-22",NA
"328","2020-11-23",NA
"329","2020-11-24",NA
"330","2020-11-25",NA
"331","2020-11-26",NA
"332","2020-11-27",NA
"333","2020-11-28",NA
"334","2020-11-29",NA
"335","2020-11-30",NA
"336","2020-12-01",NA
"337","2020-12-02",0
"338","2020-12-03",0
"339","2020-12-04",0
"340","2020-12-05",0
"341","2020-12-06",0
"342","2020-12-07",0
"343","2020-12-08",0
"344","2020-12-09",0
"345","2020-12-10",0
"346","2020-12-11",0
"347","2020-12-12",0
"348","2020-12-13",0.065
"349","2020-12-14",0
"350","2020-12-15",0.024
"351","2020-12-16",0.00333333333333333
"352","2020-12-17",0.00666666666666667
"353","2020-12-18",0.0075
"354","2020-12-19",0.0075
"355","2020-12-20",0.211666666666667
"356","2020-12-21",0.1
"357","2020-12-22",0.12375
"358","2020-12-23",0.52625
"359","2020-12-24",0.542
"360","2020-12-25",0.985
"361","2020-12-26",0.771111111111111
"362","2020-12-27",0.467619047619048
"363","2020-12-28",0.410740740740741
"364","2020-12-29",0.5204
"365","2020-12-30",0.643076923076923
"366","2020-12-31",0.708461538461538
"367","2021-01-01",0.893809523809524
"368","2021-01-02",0.915
"369","2021-01-03",0.949230769230769
"370","2021-01-04",0.914137931034483
"371","2021-01-05",1.27733333333333
"372","2021-01-06",1.48214285714286
"373","2021-01-07",1.51516129032258
"374","2021-01-08",1.55454545454545
"375","2021-01-09",1.77827586206897
"376","2021-01-10",1.83935483870968
"377","2021-01-11",2.01838709677419
"378","2021-01-12",1.98235294117647
"379","2021-01-13",2.00416666666667
"380","2021-01-14",2.31727272727273
"381","2021-01-15",2.44794117647059
"382","2021-01-16",2.5353125
"383","2021-01-17",2.59
"384","2021-01-18",2.73264705882353
"385","2021-01-19",3.012
"386","2021-01-20",2.91475
"387","2021-01-21",3.28351351351351
"388","2021-01-22",3.36358974358974
"389","2021-01-23",3.65444444444444
"390","2021-01-24",3.66230769230769
"391","2021-01-25",3.76564102564103
"392","2021-01-26",3.80463414634146
"393","2021-01-27",3.96744186046512
"394","2021-01-28",4.2580487804878
"395","2021-01-29",4.62333333333333
"396","2021-01-30",4.6345
"397","2021-01-31",4.74853658536585
"398","2021-02-01",4.69833333333333
"399","2021-02-02",5.12975609756098
"400","2021-02-03",5.41829268292683
"401","2021-02-04",5.66170731707317
"402","2021-02-05",6.27605263157895
"403","2021-02-06",6.46666666666667
"404","2021-02-07",6.57794871794872
"405","2021-02-08",6.27575
"406","2021-02-09",5.958
"407","2021-02-10",6.46272727272727
"408","2021-02-11",6.71674418604651
"409","2021-02-12",7.79128205128205
"410","2021-02-13",7.33536585365854
"411","2021-02-14",8.1055
"412","2021-02-15",6.38020408163265
"413","2021-02-16",7.15130434782609
"414","2021-02-17",6.34407407407407
"415","2021-02-18",6.84037037037037
"416","2021-02-19",7.47541666666667
"417","2021-02-20",7.84446808510638
"418","2021-02-21",7.85604166666667
"419","2021-02-22",6.58915254237288
"420","2021-02-23",8.0548
"421","2021-02-24",7.38728813559322
"422","2021-02-25",7.58879310344828
"423","2021-02-26",8.29
"424","2021-02-27",8.07017857142857
"425","2021-02-28",8.16689655172414
"426","2021-03-01",7.08394366197183
"427","2021-03-02",7.96114754098361
"428","2021-03-03",8.62593220338983
"429","2021-03-04",8.26537313432836
"430","2021-03-05",8.84032786885246
"431","2021-03-06",10.0638596491228
"432","2021-03-07",9.75459016393443
"433","2021-03-08",9.27869565217391
"434","2021-03-09",8.82486111111111
"435","2021-03-10",9.07082191780822
"436","2021-03-11",10.1501492537313
"437","2021-03-12",10.0554411764706
"438","2021-03-13",10.3763636363636
"439","2021-03-14",10.0924637681159
"440","2021-03-15",10.0956756756757
"441","2021-03-16",10.7122857142857
"442","2021-03-17",10.3478378378378
"443","2021-03-18",11.1798550724638
"444","2021-03-19",11.4674285714286
"445","2021-03-20",12.4949230769231
"446","2021-03-21",11.837
"447","2021-03-22",12.217027027027
"448","2021-03-23",12.2018918918919
"449","2021-03-24",11.8385897435897
"450","2021-03-25",12.3794366197183
"451","2021-03-26",12.9859459459459
"452","2021-03-27",13.1647826086957
"453","2021-03-28",14.0518181818182
"454","2021-03-29",13.1605405405405
"455","2021-03-30",13.5877631578947
"456","2021-03-31",12.6332941176471
"457","2021-04-01",13.9312658227848
"458","2021-04-02",14.8909459459459
"459","2021-04-03",15.7452173913043
"460","2021-04-04",15.0190540540541
"461","2021-04-05",14.592125
"462","2021-04-06",14.3617647058824
"463","2021-04-07",15.0085365853659
"464","2021-04-08",14.5121428571429
"465","2021-04-09",15.7363414634146
"466","2021-04-10",16.6817105263158
"467","2021-04-11",16.7168
"468","2021-04-12",15.1426744186047
"469","2021-04-13",16.5645679012346
"470","2021-04-14",15.6729545454545
"471","2021-04-15",16.8064197530864
"472","2021-04-16",17.1667901234568
"473","2021-04-17",18.0073076923077
"474","2021-04-18",18.4963414634146
"475","2021-04-19",17.3773255813954
"476","2021-04-20",17.0555421686747
"477","2021-04-21",18.897619047619
"478","2021-04-22",18.5567045454545
"479","2021-04-23",19.7010714285714
"480","2021-04-24",19.0550684931507
"481","2021-04-25",20.6446913580247
"482","2021-04-26",20.3928915662651
"483","2021-04-27",20.5172941176471
"484","2021-04-28",20.0240217391304
"485","2021-04-29",21.4137037037037
"486","2021-04-30",20.8574698795181
"487","2021-05-01",24.0742857142857
"488","2021-05-02",25.4112162162162
"489","2021-05-03",24.4884415584416
"490","2021-05-04",22.7324137931034
"491","2021-05-05",23.343908045977
"492","2021-05-06",25.195487804878
"493","2021-05-07",24.4710344827586
"494","2021-05-08",26.5264102564103
"495","2021-05-09",26.9103846153846
"496","2021-05-10",27.2359036144578
"497","2021-05-11",24.7809195402299
"498","2021-05-12",23.5486956521739
"499","2021-05-13",27.941975308642
"500","2021-05-14",27.290243902439
"501","2021-05-15",29.4433333333333
"502","2021-05-16",29.0573170731707
"503","2021-05-17",27.8838888888889
"504","2021-05-18",25.4492857142857
"505","2021-05-19",29.0595348837209
"506","2021-05-20",29.7197619047619
"507","2021-05-21",26.1117346938776
"508","2021-05-22",29.01875
"509","2021-05-23",29.9827472527473
"510","2021-05-24",27.8622340425532
"511","2021-05-25",30.0929347826087
"512","2021-05-26",29.07
"513","2021-05-27",31.5213253012048
"514","2021-05-28",34.2794871794872
"515","2021-05-29",31.9685185185185
"516","2021-05-30",35.6230487804878
"517","2021-05-31",28.738
"518","2021-06-01",33.1059139784946
"519","2021-06-02",33.5603225806452
"520","2021-06-03",36.4959770114943
"521","2021-06-04",35.9926666666667
"522","2021-06-05",37.119156626506
"523","2021-06-06",36.4834065934066
"524","2021-06-07",37.85125
"525","2021-06-08",30.2797142857143
"526","2021-06-09",37.5922471910112
"527","2021-06-10",33.7735643564356
"528","2021-06-11",39.1975
"529","2021-06-12",38.7243373493976
"530","2021-06-13",41.8413636363636
"531","2021-06-14",34.8183018867925
"532","2021-06-15",36.2519
"533","2021-06-16",39.6881818181818
"534","2021-06-17",42.0938202247191
"535","2021-06-18",42.7333333333333
"536","2021-06-19",43.4806493506494
"537","2021-06-20",41.3023469387755
"538","2021-06-21",44.0389772727273
"539","2021-06-22",43.7744047619048
"540","2021-06-23",41.4333333333333
"541","2021-06-24",40.9225531914894
"542","2021-06-25",45.1501204819277
"543","2021-06-26",47.1940789473684
"544","2021-06-27",48.4405882352941
"545","2021-06-28",41.965145631068
"546","2021-06-29",45.0747727272727
"547","2021-06-30",45.53625
"548","2021-07-01",47.8061538461538
"549","2021-07-02",51.8375949367089
"550","2021-07-03",50.1716455696203
"551","2021-07-04",51.9158241758242
"552","2021-07-05",43.6584905660377
"553","2021-07-06",51.8679310344828
"554","2021-07-07",50.2418085106383
"555","2021-07-08",52.440243902439
"556","2021-07-09",52.302
"557","2021-07-10",56.2252
"558","2021-07-11",54.3647727272727
"559","2021-07-12",47.45
"560","2021-07-13",52.6475789473684
"561","2021-07-14",58.4314117647059
"562","2021-07-15",57.147619047619
"563","2021-07-16",57.350625
"564","2021-07-17",60.7188311688312
"565","2021-07-18",60.292619047619
"566","2021-07-19",56.364693877551
"567","2021-07-20",66.0008974358974
"568","2021-07-21",58.5569047619048
"569","2021-07-22",62.8695180722892
"570","2021-07-23",64.3417948717949
"571","2021-07-24",57.3496153846154
"572","2021-07-25",61.4183516483516
"573","2021-07-26",59.2878350515464
"574","2021-07-27",61.4497752808989
"575","2021-07-28",63.2360674157303
"576","2021-07-29",61.4058241758242
"577","2021-07-30",63.3188505747126
"578","2021-07-31",66.5891463414634
"579","2021-08-01",65.4552222222222
"580","2021-08-02",64.1924731182796
"581","2021-08-03",59.2120560747664
"582","2021-08-04",66.8875555555556
"583","2021-08-05",62.8057731958763
"584","2021-08-06",67.7686419753086
"585","2021-08-07",71.4169135802469
"586","2021-08-08",70.9549438202247
"587","2021-08-09",60.9073786407767
"588","2021-08-10",65.8749484536082
"589","2021-08-11",70.7049450549451
"590","2021-08-12",68.1204395604396
"591","2021-08-13",72.1248780487805
"592","2021-08-14",76.4433783783784
"593","2021-08-15",74.772808988764
"594","2021-08-16",63.1533653846154
"595","2021-08-17",72.8989130434783
"596","2021-08-18",73.15
"597","2021-08-19",73.1797894736842
"598","2021-08-20",69.0386315789474
"599","2021-08-21",76.7923170731707
"600","2021-08-22",76.8102173913043
"601","2021-08-23",69.7319
"602","2021-08-24",78.4652688172043
"603","2021-08-25",67.557962962963
"604","2021-08-26",80.2083146067416
"605","2021-08-27",74.1027777777778
"606","2021-08-28",78.4807142857143
"607","2021-08-29",80.8131914893617
"608","2021-08-30",77.4787912087912
"609","2021-08-31",78.1809375
